Date,CPI-U,Month,Year,Item,Region
6/1/1997,171.3,Jun,1997,Housing,NY Metro
7/1/1997,172.5,Jul,1997,Housing,NY Metro
8/1/1997,172.7,Aug,1997,Housing,NY Metro
9/1/1997,172.5,Sep,1997,Housing,NY Metro
10/1/1997,172.6,Oct,1997,Housing,NY Metro
11/1/1997,172.7,Nov,1997,Housing,NY Metro
12/1/1997,173.4,Dec,1997,Housing,NY Metro
1/1/1997,169.8,Jan,1997,Housing,NY Metro
2/1/1998,174.5,Feb,1998,Housing,NY Metro
3/1/1998,174.9,Mar,1998,Housing,NY Metro
4/1/1998,174.7,Apr,1998,Housing,NY Metro
5/1/1998,174.8,May,1998,Housing,NY Metro
6/1/1998,176.1,Jun,1998,Housing,NY Metro
7/1/1998,176.8,Jul,1998,Housing,NY Metro
8/1/1998,177.1,Aug,1998,Housing,NY Metro
9/1/1998,176.8,Sep,1998,Housing,NY Metro
10/1/1998,177.1,Oct,1998,Housing,NY Metro
11/1/1998,177.2,Nov,1998,Housing,NY Metro
12/1/1998,177.3,Dec,1998,Housing,NY Metro
1/1/1998,174,Jan,1998,Housing,NY Metro
2/1/1999,178.4,Feb,1999,Housing,NY Metro
3/1/1999,178.3,Mar,1999,Housing,NY Metro
4/1/1999,178.5,Apr,1999,Housing,NY Metro
5/1/1999,178.4,May,1999,Housing,NY Metro
6/1/1999,179.7,Jun,1999,Housing,NY Metro
7/1/1999,180.4,Jul,1999,Housing,NY Metro
8/1/1999,180.4,Aug,1999,Housing,NY Metro
9/1/1999,180.6,Sep,1999,Housing,NY Metro
10/1/1999,180.5,Oct,1999,Housing,NY Metro
11/1/1999,181.2,Nov,1999,Housing,NY Metro
12/1/1999,181,Dec,1999,Housing,NY Metro
1/1/1999,177.7,Jan,1999,Housing,NY Metro
2/1/2000,184.8,Feb,2000,Housing,NY Metro
3/1/2000,184.9,Mar,2000,Housing,NY Metro
4/1/2000,184.2,Apr,2000,Housing,NY Metro
5/1/2000,183.9,May,2000,Housing,NY Metro
6/1/2000,185.8,Jun,2000,Housing,NY Metro
7/1/2000,187.5,Jul,2000,Housing,NY Metro
8/1/2000,186.8,Aug,2000,Housing,NY Metro
9/1/2000,187.8,Sep,2000,Housing,NY Metro
10/1/2000,187.7,Oct,2000,Housing,NY Metro
11/1/2000,188.5,Nov,2000,Housing,NY Metro
12/1/2000,188.4,Dec,2000,Housing,NY Metro
1/1/2000,182.9,Jan,2000,Housing,NY Metro
2/1/2001,189.8,Feb,2001,Housing,NY Metro
3/1/2001,191.3,Mar,2001,Housing,NY Metro
4/1/2001,191.6,Apr,2001,Housing,NY Metro
5/1/2001,191.5,May,2001,Housing,NY Metro
6/1/2001,193.7,Jun,2001,Housing,NY Metro
7/1/2001,194.3,Jul,2001,Housing,NY Metro
8/1/2001,194.6,Aug,2001,Housing,NY Metro
9/1/2001,193.7,Sep,2001,Housing,NY Metro
10/1/2001,193.1,Oct,2001,Housing,NY Metro
11/1/2001,194.1,Nov,2001,Housing,NY Metro
12/1/2001,194.3,Dec,2001,Housing,NY Metro
1/1/2001,189.7,Jan,2001,Housing,NY Metro
2/1/2002,197.6,Feb,2002,Housing,NY Metro
3/1/2002,199.2,Mar,2002,Housing,NY Metro
4/1/2002,199.2,Apr,2002,Housing,NY Metro
5/1/2002,198.7,May,2002,Housing,NY Metro
6/1/2002,200.1,Jun,2002,Housing,NY Metro
7/1/2002,200.8,Jul,2002,Housing,NY Metro
8/1/2002,201.9,Aug,2002,Housing,NY Metro
9/1/2002,201.1,Sep,2002,Housing,NY Metro
10/1/2002,201.9,Oct,2002,Housing,NY Metro
11/1/2002,201,Nov,2002,Housing,NY Metro
12/1/2002,200.8,Dec,2002,Housing,NY Metro
1/1/2002,196.4,Jan,2002,Housing,NY Metro
2/1/2003,205.4,Feb,2003,Housing,NY Metro
3/1/2003,207.6,Mar,2003,Housing,NY Metro
4/1/2003,206.7,Apr,2003,Housing,NY Metro
5/1/2003,207.2,May,2003,Housing,NY Metro
6/1/2003,207.9,Jun,2003,Housing,NY Metro
7/1/2003,208.8,Jul,2003,Housing,NY Metro
8/1/2003,210.3,Aug,2003,Housing,NY Metro
9/1/2003,208.7,Sep,2003,Housing,NY Metro
10/1/2003,209.9,Oct,2003,Housing,NY Metro
11/1/2003,209.5,Nov,2003,Housing,NY Metro
12/1/2003,209.8,Dec,2003,Housing,NY Metro
1/1/2003,204.6,Jan,2003,Housing,NY Metro
2/1/2004,212.4,Feb,2004,Housing,NY Metro
3/1/2004,214.6,Mar,2004,Housing,NY Metro
4/1/2004,216.2,Apr,2004,Housing,NY Metro
5/1/2004,215.6,May,2004,Housing,NY Metro
6/1/2004,218.4,Jun,2004,Housing,NY Metro
7/1/2004,218.5,Jul,2004,Housing,NY Metro
8/1/2004,219,Aug,2004,Housing,NY Metro
9/1/2004,218.2,Sep,2004,Housing,NY Metro
10/1/2004,219.3,Oct,2004,Housing,NY Metro
11/1/2004,218.4,Nov,2004,Housing,NY Metro
12/1/2004,218.4,Dec,2004,Housing,NY Metro
1/1/2004,211.9,Jan,2004,Housing,NY Metro
2/1/2005,222.1,Feb,2005,Housing,NY Metro
3/1/2005,228.5,Mar,2005,Housing,NY Metro
4/1/2005,227.4,Apr,2005,Housing,NY Metro
5/1/2005,224.4,May,2005,Housing,NY Metro
6/1/2005,224.9,Jun,2005,Housing,NY Metro
7/1/2005,227.2,Jul,2005,Housing,NY Metro
8/1/2005,227.9,Aug,2005,Housing,NY Metro
9/1/2005,226.6,Sep,2005,Housing,NY Metro
10/1/2005,230.1,Oct,2005,Housing,NY Metro
11/1/2005,229.3,Nov,2005,Housing,NY Metro
12/1/2005,228.5,Dec,2005,Housing,NY Metro
1/1/2005,221.4,Jan,2005,Housing,NY Metro
2/1/2006,230.9,Feb,2006,Housing,NY Metro
3/1/2006,233.4,Mar,2006,Housing,NY Metro
4/1/2006,236,Apr,2006,Housing,NY Metro
5/1/2006,237.8,May,2006,Housing,NY Metro
6/1/2006,240.6,Jun,2006,Housing,NY Metro
7/1/2006,242.1,Jul,2006,Housing,NY Metro
8/1/2006,243.1,Aug,2006,Housing,NY Metro
9/1/2006,241.4,Sep,2006,Housing,NY Metro
10/1/2006,239.9,Oct,2006,Housing,NY Metro
11/1/2006,239.7,Nov,2006,Housing,NY Metro
12/1/2006,240.8,Dec,2006,Housing,NY Metro
1/1/2006,230.6,Jan,2006,Housing,NY Metro
2/1/2007,242.692,Feb,2007,Housing,NY Metro
3/1/2007,244.042,Mar,2007,Housing,NY Metro
4/1/2007,244.436,Apr,2007,Housing,NY Metro
5/1/2007,245.293,May,2007,Housing,NY Metro
6/1/2007,248.228,Jun,2007,Housing,NY Metro
7/1/2007,249.798,Jul,2007,Housing,NY Metro
8/1/2007,249.191,Aug,2007,Housing,NY Metro
9/1/2007,247.319,Sep,2007,Housing,NY Metro
10/1/2007,246.949,Oct,2007,Housing,NY Metro
11/1/2007,247.906,Nov,2007,Housing,NY Metro
12/1/2007,247.786,Dec,2007,Housing,NY Metro
1/1/2007,241.419,Jan,2007,Housing,NY Metro
2/1/2008,250.328,Feb,2008,Housing,NY Metro
3/1/2008,252.586,Mar,2008,Housing,NY Metro
4/1/2008,252.2,Apr,2008,Housing,NY Metro
5/1/2008,253.161,May,2008,Housing,NY Metro
6/1/2008,257.051,Jun,2008,Housing,NY Metro
7/1/2008,259.706,Jul,2008,Housing,NY Metro
8/1/2008,260.568,Aug,2008,Housing,NY Metro
9/1/2008,258.439,Sep,2008,Housing,NY Metro
10/1/2008,257.047,Oct,2008,Housing,NY Metro
11/1/2008,254.912,Nov,2008,Housing,NY Metro
12/1/2008,255.615,Dec,2008,Housing,NY Metro
1/1/2008,248.563,Jan,2008,Housing,NY Metro
2/1/2009,256.561,Feb,2009,Housing,NY Metro
3/1/2009,257.491,Mar,2009,Housing,NY Metro
4/1/2009,257.062,Apr,2009,Housing,NY Metro
5/1/2009,256.573,May,2009,Housing,NY Metro
6/1/2009,257.537,Jun,2009,Housing,NY Metro
7/1/2009,258.912,Jul,2009,Housing,NY Metro
8/1/2009,258.755,Aug,2009,Housing,NY Metro
9/1/2009,256.97,Sep,2009,Housing,NY Metro
10/1/2009,256.273,Oct,2009,Housing,NY Metro
11/1/2009,256.464,Nov,2009,Housing,NY Metro
12/1/2009,256.523,Dec,2009,Housing,NY Metro
1/1/2009,256.339,Jan,2009,Housing,NY Metro
2/1/2010,257.077,Feb,2010,Housing,NY Metro
3/1/2010,257.82,Mar,2010,Housing,NY Metro
4/1/2010,257.869,Apr,2010,Housing,NY Metro
5/1/2010,258.555,May,2010,Housing,NY Metro
6/1/2010,259.514,Jun,2010,Housing,NY Metro
7/1/2010,260.421,Jul,2010,Housing,NY Metro
8/1/2010,259.997,Aug,2010,Housing,NY Metro
9/1/2010,258.871,Sep,2010,Housing,NY Metro
10/1/2010,258.468,Oct,2010,Housing,NY Metro
11/1/2010,258.216,Nov,2010,Housing,NY Metro
12/1/2010,258.702,Dec,2010,Housing,NY Metro
1/1/2010,257.261,Jan,2010,Housing,NY Metro
2/1/2011,259.198,Feb,2011,Housing,NY Metro
3/1/2011,259.985,Mar,2011,Housing,NY Metro
4/1/2011,260.194,Apr,2011,Housing,NY Metro
5/1/2011,261.585,May,2011,Housing,NY Metro
6/1/2011,263.038,Jun,2011,Housing,NY Metro
7/1/2011,264.345,Jul,2011,Housing,NY Metro
8/1/2011,264.07,Aug,2011,Housing,NY Metro
9/1/2011,263.675,Sep,2011,Housing,NY Metro
10/1/2011,262.854,Oct,2011,Housing,NY Metro
11/1/2011,262.528,Nov,2011,Housing,NY Metro
12/1/2011,261.61,Dec,2011,Housing,NY Metro
1/1/2011,259.081,Jan,2011,Housing,NY Metro
2/1/2012,262.504,Feb,2012,Housing,NY Metro
3/1/2012,263.648,Mar,2012,Housing,NY Metro
4/1/2012,263.31,Apr,2012,Housing,NY Metro
5/1/2012,264.114,May,2012,Housing,NY Metro
6/1/2012,265.684,Jun,2012,Housing,NY Metro
7/1/2012,265.403,Jul,2012,Housing,NY Metro
8/1/2012,266.008,Aug,2012,Housing,NY Metro
9/1/2012,266.552,Sep,2012,Housing,NY Metro
10/1/2012,265.971,Oct,2012,Housing,NY Metro
11/1/2012,266.862,Nov,2012,Housing,NY Metro
12/1/2012,267.015,Dec,2012,Housing,NY Metro
1/1/2012,262.677,Jan,2012,Housing,NY Metro
2/1/2013,269.26,Feb,2013,Housing,NY Metro
3/1/2013,269.193,Mar,2013,Housing,NY Metro
4/1/2013,268.403,Apr,2013,Housing,NY Metro
5/1/2013,269.517,May,2013,Housing,NY Metro
6/1/2013,270.574,Jun,2013,Housing,NY Metro
7/1/2013,271.114,Jul,2013,Housing,NY Metro
8/1/2013,271.752,Aug,2013,Housing,NY Metro
9/1/2013,272.914,Sep,2013,Housing,NY Metro
10/1/2013,271.244,Oct,2013,Housing,NY Metro
11/1/2013,271.864,Nov,2013,Housing,NY Metro
12/1/2013,272.862,Dec,2013,Housing,NY Metro
1/1/2013,268.881,Jan,2013,Housing,NY Metro
2/1/2014,275.507,Feb,2014,Housing,NY Metro
3/1/2014,276.078,Mar,2014,Housing,NY Metro
4/1/2014,275.77,Apr,2014,Housing,NY Metro
5/1/2014,277.037,May,2014,Housing,NY Metro
6/1/2014,277.24,Jun,2014,Housing,NY Metro
7/1/2014,277.203,Jul,2014,Housing,NY Metro
8/1/2014,277.613,Aug,2014,Housing,NY Metro
9/1/2014,276.841,Sep,2014,Housing,NY Metro
10/1/2014,276.521,Oct,2014,Housing,NY Metro
11/1/2014,275.897,Nov,2014,Housing,NY Metro
12/1/2014,275.669,Dec,2014,Housing,NY Metro
1/1/2014,277.625,Jan,2014,Housing,NY Metro
2/1/2015,278.464,Feb,2015,Housing,NY Metro
3/1/2015,277.589,Mar,2015,Housing,NY Metro
4/1/2015,277.917,Apr,2015,Housing,NY Metro
5/1/2015,278.276,May,2015,Housing,NY Metro
6/1/2015,279.665,Jun,2015,Housing,NY Metro
7/1/2015,279.811,Jul,2015,Housing,NY Metro
8/1/2015,279.988,Aug,2015,Housing,NY Metro
9/1/2015,281.295,Sep,2015,Housing,NY Metro
10/1/2015,280.808,Oct,2015,Housing,NY Metro
11/1/2015,280.746,Nov,2015,Housing,NY Metro
12/1/2015,280.056,Dec,2015,Housing,NY Metro
1/1/2015,277.285,Jan,2015,Housing,NY Metro
2/1/2016,280.952,Feb,2016,Housing,NY Metro
3/1/2016,282.322,Mar,2016,Housing,NY Metro
4/1/2016,282.662,Apr,2016,Housing,NY Metro
5/1/2016,283.325,May,2016,Housing,NY Metro
6/1/2016,285.09,Jun,2016,Housing,NY Metro
7/1/2016,285.748,Jul,2016,Housing,NY Metro
8/1/2016,286.282,Aug,2016,Housing,NY Metro
9/1/2016,286.331,Sep,2016,Housing,NY Metro
10/1/2016,286.51,Oct,2016,Housing,NY Metro
11/1/2016,287.452,Nov,2016,Housing,NY Metro
12/1/2016,288.586,Dec,2016,Housing,NY Metro
1/1/2016,280.378,Jan,2016,Housing,NY Metro
2/1/2017,289.614,Feb,2017,Housing,NY Metro
3/1/2017,289.62,Mar,2017,Housing,NY Metro
4/1/2017,289.908,Apr,2017,Housing,NY Metro
5/1/2017,290.95,May,2017,Housing,NY Metro
6/1/2017,292.15,Jun,2017,Housing,NY Metro
7/1/2017,292.019,Jul,2017,Housing,NY Metro
8/1/2017,292.898,Aug,2017,Housing,NY Metro
9/1/2017,292.867,Sep,2017,Housing,NY Metro
10/1/2017,292.432,Oct,2017,Housing,NY Metro
11/1/2017,292.699,Nov,2017,Housing,NY Metro
12/1/2017,293.988,Dec,2017,Housing,NY Metro
1/1/2017,289.262,Jan,2017,Housing,NY Metro
2/1/2018,295.424,Feb,2018,Housing,NY Metro
3/1/2018,296.511,Mar,2018,Housing,NY Metro
4/1/2018,296.698,Apr,2018,Housing,NY Metro
5/1/2018,297.999,May,2018,Housing,NY Metro
6/1/2018,298.099,Jun,2018,Housing,NY Metro
7/1/2018,298.964,Jul,2018,Housing,NY Metro
8/1/2018,298.629,Aug,2018,Housing,NY Metro
9/1/2018,299.187,Sep,2018,Housing,NY Metro
10/1/2018,299.024,Oct,2018,Housing,NY Metro
11/1/2018,298.697,Nov,2018,Housing,NY Metro
12/1/2018,299.249,Dec,2018,Housing,NY Metro
1/1/2018,294.441,Jan,2018,Housing,NY Metro
2/1/2019,301.233,Feb,2019,Housing,NY Metro
3/1/2019,301.791,Mar,2019,Housing,NY Metro
4/1/2019,302.413,Apr,2019,Housing,NY Metro
5/1/2019,302.192,May,2019,Housing,NY Metro
6/1/2019,303.608,Jun,2019,Housing,NY Metro
7/1/2019,303.892,Jul,2019,Housing,NY Metro
8/1/2019,303.603,Aug,2019,Housing,NY Metro
9/1/2019,304.799,Sep,2019,Housing,NY Metro
10/1/2019,303.491,Oct,2019,Housing,NY Metro
11/1/2019,304.498,Nov,2019,Housing,NY Metro
12/1/2019,305.331,Dec,2019,Housing,NY Metro
1/1/2019,301.14,Jan,2019,Housing,NY Metro
2/1/2020,307.21,Feb,2020,Housing,NY Metro
3/1/2020,307.537,Mar,2020,Housing,NY Metro
4/1/2020,306.467,Apr,2020,Housing,NY Metro
5/1/2020,306.606,May,2020,Housing,NY Metro
6/1/2020,308.68,Jun,2020,Housing,NY Metro
7/1/2020,308.945,Jul,2020,Housing,NY Metro
8/1/2020,308.825,Aug,2020,Housing,NY Metro
9/1/2020,309.494,Sep,2020,Housing,NY Metro
10/1/2020,308.123,Oct,2020,Housing,NY Metro
11/1/2020,308.787,Nov,2020,Housing,NY Metro
12/1/2020,309.952,Dec,2020,Housing,NY Metro
1/1/2020,307.061,Jan,2020,Housing,NY Metro
2/1/2021,311.974,Feb,2021,Housing,NY Metro
3/1/2021,310.552,Mar,2021,Housing,NY Metro
4/1/2021,312.728,Apr,2021,Housing,NY Metro
5/1/2021,313.864,May,2021,Housing,NY Metro
6/1/2021,316.315,Jun,2021,Housing,NY Metro
7/1/2021,316.16,Jul,2021,Housing,NY Metro
8/1/2021,316.056,Aug,2021,Housing,NY Metro
9/1/2021,317.057,Sep,2021,Housing,NY Metro
10/1/2021,316.451,Oct,2021,Housing,NY Metro
11/1/2021,317.081,Nov,2021,Housing,NY Metro
12/1/2021,316.425,Dec,2021,Housing,NY Metro
1/1/2021,310.692,Jan,2021,Housing,NY Metro
2/1/2022,319.66,Feb,2022,Housing,NY Metro
3/1/2022,323.204,Mar,2022,Housing,NY Metro
4/1/2022,325.428,Apr,2022,Housing,NY Metro
5/1/2022,327.419,May,2022,Housing,NY Metro
6/1/2022,329.507,Jun,2022,Housing,NY Metro
7/1/2022,,Jul,2022,Housing,NY Metro
8/1/2022,,Aug,2022,Housing,NY Metro
9/1/2022,,Sep,2022,Housing,NY Metro
10/1/2022,,Oct,2022,Housing,NY Metro
11/1/2022,,Nov,2022,Housing,NY Metro
12/1/2022,,Dec,2022,Housing,NY Metro
1/1/2022,321.255,Jan,2022,Housing,NY Metro
2/1/1982,90.9,Feb,1982,All Items Less Food & Energy,NY Metro
3/1/1982,90.3,Mar,1982,All Items Less Food & Energy,NY Metro
4/1/1982,90.9,Apr,1982,All Items Less Food & Energy,NY Metro
5/1/1982,92.1,May,1982,All Items Less Food & Energy,NY Metro
6/1/1982,94.1,Jun,1982,All Items Less Food & Energy,NY Metro
7/1/1982,94.4,Jul,1982,All Items Less Food & Energy,NY Metro
8/1/1982,95.2,Aug,1982,All Items Less Food & Energy,NY Metro
9/1/1982,96.1,Sep,1982,All Items Less Food & Energy,NY Metro
10/1/1982,98,Oct,1982,All Items Less Food & Energy,NY Metro
11/1/1982,97.8,Nov,1982,All Items Less Food & Energy,NY Metro
12/1/1982,96.9,Dec,1982,All Items Less Food & Energy,NY Metro
1/1/1982,90.8,Jan,1982,All Items Less Food & Energy,NY Metro
2/1/1983,97.8,Feb,1983,All Items Less Food & Energy,NY Metro
3/1/1983,98.1,Mar,1983,All Items Less Food & Energy,NY Metro
4/1/1983,99.4,Apr,1983,All Items Less Food & Energy,NY Metro
5/1/1983,99.6,May,1983,All Items Less Food & Energy,NY Metro
6/1/1983,99.9,Jun,1983,All Items Less Food & Energy,NY Metro
7/1/1983,100.2,Jul,1983,All Items Less Food & Energy,NY Metro
8/1/1983,100.4,Aug,1983,All Items Less Food & Energy,NY Metro
9/1/1983,101.4,Sep,1983,All Items Less Food & Energy,NY Metro
10/1/1983,102,Oct,1983,All Items Less Food & Energy,NY Metro
11/1/1983,102.6,Nov,1983,All Items Less Food & Energy,NY Metro
12/1/1983,102.8,Dec,1983,All Items Less Food & Energy,NY Metro
1/1/1983,97.4,Jan,1983,All Items Less Food & Energy,NY Metro
2/1/1984,103.8,Feb,1984,All Items Less Food & Energy,NY Metro
3/1/1984,104.3,Mar,1984,All Items Less Food & Energy,NY Metro
4/1/1984,104.8,Apr,1984,All Items Less Food & Energy,NY Metro
5/1/1984,105.1,May,1984,All Items Less Food & Energy,NY Metro
6/1/1984,105.2,Jun,1984,All Items Less Food & Energy,NY Metro
7/1/1984,105.6,Jul,1984,All Items Less Food & Energy,NY Metro
8/1/1984,106.7,Aug,1984,All Items Less Food & Energy,NY Metro
9/1/1984,107.6,Sep,1984,All Items Less Food & Energy,NY Metro
10/1/1984,107.7,Oct,1984,All Items Less Food & Energy,NY Metro
11/1/1984,108.2,Nov,1984,All Items Less Food & Energy,NY Metro
12/1/1984,108.1,Dec,1984,All Items Less Food & Energy,NY Metro
1/1/1984,103.6,Jan,1984,All Items Less Food & Energy,NY Metro
2/1/1985,108.9,Feb,1985,All Items Less Food & Energy,NY Metro
3/1/1985,109,Mar,1985,All Items Less Food & Energy,NY Metro
4/1/1985,109.2,Apr,1985,All Items Less Food & Energy,NY Metro
5/1/1985,109.7,May,1985,All Items Less Food & Energy,NY Metro
6/1/1985,109.8,Jun,1985,All Items Less Food & Energy,NY Metro
7/1/1985,110,Jul,1985,All Items Less Food & Energy,NY Metro
8/1/1985,111,Aug,1985,All Items Less Food & Energy,NY Metro
9/1/1985,111.5,Sep,1985,All Items Less Food & Energy,NY Metro
10/1/1985,111.9,Oct,1985,All Items Less Food & Energy,NY Metro
11/1/1985,112.9,Nov,1985,All Items Less Food & Energy,NY Metro
12/1/1985,113,Dec,1985,All Items Less Food & Energy,NY Metro
1/1/1985,108.1,Jan,1985,All Items Less Food & Energy,NY Metro
2/1/1986,113.9,Feb,1986,All Items Less Food & Energy,NY Metro
3/1/1986,114.6,Mar,1986,All Items Less Food & Energy,NY Metro
4/1/1986,114.9,Apr,1986,All Items Less Food & Energy,NY Metro
5/1/1986,114.6,May,1986,All Items Less Food & Energy,NY Metro
6/1/1986,115.1,Jun,1986,All Items Less Food & Energy,NY Metro
7/1/1986,116.3,Jul,1986,All Items Less Food & Energy,NY Metro
8/1/1986,116.8,Aug,1986,All Items Less Food & Energy,NY Metro
9/1/1986,117,Sep,1986,All Items Less Food & Energy,NY Metro
10/1/1986,118,Oct,1986,All Items Less Food & Energy,NY Metro
11/1/1986,118,Nov,1986,All Items Less Food & Energy,NY Metro
12/1/1986,118.5,Dec,1986,All Items Less Food & Energy,NY Metro
1/1/1986,113.9,Jan,1986,All Items Less Food & Energy,NY Metro
2/1/1987,119.6,Feb,1987,All Items Less Food & Energy,NY Metro
3/1/1987,120.3,Mar,1987,All Items Less Food & Energy,NY Metro
4/1/1987,121.3,Apr,1987,All Items Less Food & Energy,NY Metro
5/1/1987,122,May,1987,All Items Less Food & Energy,NY Metro
6/1/1987,122,Jun,1987,All Items Less Food & Energy,NY Metro
7/1/1987,122.1,Jul,1987,All Items Less Food & Energy,NY Metro
8/1/1987,123.2,Aug,1987,All Items Less Food & Energy,NY Metro
9/1/1987,124.4,Sep,1987,All Items Less Food & Energy,NY Metro
10/1/1987,125.3,Oct,1987,All Items Less Food & Energy,NY Metro
11/1/1987,125.7,Nov,1987,All Items Less Food & Energy,NY Metro
12/1/1987,125.6,Dec,1987,All Items Less Food & Energy,NY Metro
1/1/1987,119.2,Jan,1987,All Items Less Food & Energy,NY Metro
2/1/1988,126,Feb,1988,All Items Less Food & Energy,NY Metro
3/1/1988,126.8,Mar,1988,All Items Less Food & Energy,NY Metro
4/1/1988,127.9,Apr,1988,All Items Less Food & Energy,NY Metro
5/1/1988,128.1,May,1988,All Items Less Food & Energy,NY Metro
6/1/1988,128,Jun,1988,All Items Less Food & Energy,NY Metro
7/1/1988,128.5,Jul,1988,All Items Less Food & Energy,NY Metro
8/1/1988,129,Aug,1988,All Items Less Food & Energy,NY Metro
9/1/1988,131.4,Sep,1988,All Items Less Food & Energy,NY Metro
10/1/1988,132.3,Oct,1988,All Items Less Food & Energy,NY Metro
11/1/1988,131.8,Nov,1988,All Items Less Food & Energy,NY Metro
12/1/1988,131.8,Dec,1988,All Items Less Food & Energy,NY Metro
1/1/1988,126.3,Jan,1988,All Items Less Food & Energy,NY Metro
2/1/1989,132.8,Feb,1989,All Items Less Food & Energy,NY Metro
3/1/1989,134.5,Mar,1989,All Items Less Food & Energy,NY Metro
4/1/1989,134.7,Apr,1989,All Items Less Food & Energy,NY Metro
5/1/1989,135.3,May,1989,All Items Less Food & Energy,NY Metro
6/1/1989,135.3,Jun,1989,All Items Less Food & Energy,NY Metro
7/1/1989,135.3,Jul,1989,All Items Less Food & Energy,NY Metro
8/1/1989,135.8,Aug,1989,All Items Less Food & Energy,NY Metro
9/1/1989,137.8,Sep,1989,All Items Less Food & Energy,NY Metro
10/1/1989,138.9,Oct,1989,All Items Less Food & Energy,NY Metro
11/1/1989,139.4,Nov,1989,All Items Less Food & Energy,NY Metro
12/1/1989,139.3,Dec,1989,All Items Less Food & Energy,NY Metro
1/1/1989,132.4,Jan,1989,All Items Less Food & Energy,NY Metro
2/1/1990,140.5,Feb,1990,All Items Less Food & Energy,NY Metro
3/1/1990,142.4,Mar,1990,All Items Less Food & Energy,NY Metro
4/1/1990,143.3,Apr,1990,All Items Less Food & Energy,NY Metro
5/1/1990,143.1,May,1990,All Items Less Food & Energy,NY Metro
6/1/1990,142.6,Jun,1990,All Items Less Food & Energy,NY Metro
7/1/1990,144.1,Jul,1990,All Items Less Food & Energy,NY Metro
8/1/1990,145.9,Aug,1990,All Items Less Food & Energy,NY Metro
9/1/1990,146.3,Sep,1990,All Items Less Food & Energy,NY Metro
10/1/1990,146.8,Oct,1990,All Items Less Food & Energy,NY Metro
11/1/1990,146.7,Nov,1990,All Items Less Food & Energy,NY Metro
12/1/1990,147,Dec,1990,All Items Less Food & Energy,NY Metro
1/1/1990,140.3,Jan,1990,All Items Less Food & Energy,NY Metro
2/1/1991,149.8,Feb,1991,All Items Less Food & Energy,NY Metro
3/1/1991,149.8,Mar,1991,All Items Less Food & Energy,NY Metro
4/1/1991,149.9,Apr,1991,All Items Less Food & Energy,NY Metro
5/1/1991,150.3,May,1991,All Items Less Food & Energy,NY Metro
6/1/1991,150.6,Jun,1991,All Items Less Food & Energy,NY Metro
7/1/1991,151.9,Jul,1991,All Items Less Food & Energy,NY Metro
8/1/1991,152.5,Aug,1991,All Items Less Food & Energy,NY Metro
9/1/1991,153,Sep,1991,All Items Less Food & Energy,NY Metro
10/1/1991,153.2,Oct,1991,All Items Less Food & Energy,NY Metro
11/1/1991,154.3,Nov,1991,All Items Less Food & Energy,NY Metro
12/1/1991,154.1,Dec,1991,All Items Less Food & Energy,NY Metro
1/1/1991,148.7,Jan,1991,All Items Less Food & Energy,NY Metro
2/1/1992,156,Feb,1992,All Items Less Food & Energy,NY Metro
3/1/1992,157.5,Mar,1992,All Items Less Food & Energy,NY Metro
4/1/1992,157.6,Apr,1992,All Items Less Food & Energy,NY Metro
5/1/1992,157.2,May,1992,All Items Less Food & Energy,NY Metro
6/1/1992,157.3,Jun,1992,All Items Less Food & Energy,NY Metro
7/1/1992,158,Jul,1992,All Items Less Food & Energy,NY Metro
8/1/1992,158.9,Aug,1992,All Items Less Food & Energy,NY Metro
9/1/1992,159.8,Sep,1992,All Items Less Food & Energy,NY Metro
10/1/1992,160.8,Oct,1992,All Items Less Food & Energy,NY Metro
11/1/1992,160.6,Nov,1992,All Items Less Food & Energy,NY Metro
12/1/1992,160.1,Dec,1992,All Items Less Food & Energy,NY Metro
1/1/1992,155,Jan,1992,All Items Less Food & Energy,NY Metro
2/1/1993,162.3,Feb,1993,All Items Less Food & Energy,NY Metro
3/1/1993,162.9,Mar,1993,All Items Less Food & Energy,NY Metro
4/1/1993,162.7,Apr,1993,All Items Less Food & Energy,NY Metro
5/1/1993,162.3,May,1993,All Items Less Food & Energy,NY Metro
6/1/1993,162.8,Jun,1993,All Items Less Food & Energy,NY Metro
7/1/1993,163,Jul,1993,All Items Less Food & Energy,NY Metro
8/1/1993,164.2,Aug,1993,All Items Less Food & Energy,NY Metro
9/1/1993,164.2,Sep,1993,All Items Less Food & Energy,NY Metro
10/1/1993,164.5,Oct,1993,All Items Less Food & Energy,NY Metro
11/1/1993,164.2,Nov,1993,All Items Less Food & Energy,NY Metro
12/1/1993,164.2,Dec,1993,All Items Less Food & Energy,NY Metro
1/1/1993,161.2,Jan,1993,All Items Less Food & Energy,NY Metro
2/1/1994,166.8,Feb,1994,All Items Less Food & Energy,NY Metro
3/1/1994,167.5,Mar,1994,All Items Less Food & Energy,NY Metro
4/1/1994,167.3,Apr,1994,All Items Less Food & Energy,NY Metro
5/1/1994,166.7,May,1994,All Items Less Food & Energy,NY Metro
6/1/1994,167.1,Jun,1994,All Items Less Food & Energy,NY Metro
7/1/1994,167.1,Jul,1994,All Items Less Food & Energy,NY Metro
8/1/1994,168.2,Aug,1994,All Items Less Food & Energy,NY Metro
9/1/1994,168.1,Sep,1994,All Items Less Food & Energy,NY Metro
